CU Number,Status,Type,Type Description,Description 1,Description 2,Creation Date,Modified Date
SET57-2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,L.V. ISOLATING SWITCH TO X-ARM-800A.,SET57-2,17/01/1997,23/11/2015
SET57-2/3,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,3PH SET 57-2,SET57-2/3,5/12/2000,5/12/2000
SET57-3,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,INSULATOR SCREW TO X-ARM,SET57-3,27/06/1994,27/06/1994
SET58-1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV SUSPENSION ROD TO XARM,SET58-1,26/10/2000,23/11/2015
SET58-2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV FUSE-SWITCH TO X-ARM 800A,SET58-2,17/12/2008,23/11/2015
SET58-3,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV FUSE-SWITCH TO X-ARM 630A,SET58-3,21/12/2012,23/11/2015
SET601-1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,FIRE MESH TO WOOD POLE,SET601-1,13/04/2023,20/10/2023
SET94-1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV MONITORING COMMON ITEMS,SET94-1,28/02/2013,26/07/2019
SFA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE FUSE ARM (WOOD POLE),SFA,13/07/1994,23/11/2015
SFA-LVLAC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"SERVICE FUSE ARM 2.7M,100X100 BL,",SFA-LVLAC,21/07/2000,23/11/2015
SFA-LVLAW,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"SERVICE FUSE ARM 2.7M,100X100 BL,",SFA-LVLAW,21/07/2000,23/11/2015
SFAC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE FUSE ARM (CONCRETE POLE),SFAC,13/07/1994,23/11/2015
SFOX,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,FLYING FOX' SERVICE,SFOX,23/06/1999,22/11/2016
SFOX60S60POE,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,FLY FOX 60M CAT 30/30M 2B25 W-W POE,SFOX60S60POE,6/01/2012,23/11/2015
SFOXC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,FLYING FOX SERVICE - CONCRETE POLE,SFOXC,18/02/1999,22/11/2016
SFOXWC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,FLYING FOX SERVICE - WOOD TO CONC POLE,SFOXWC,5/12/2006,22/11/2016
SGECROD,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,CABLE GUARD EARTH SEPERATE ANTI-THEFTROD,SGECROD,22/10/2019,22/10/2019
SI2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,STAY INSULATOR (GY2) & FITTINGS,SI2,9/12/1998,9/12/1998
SI20,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,GUY ANCHOR 200 MM SINGLE,SI20,27/11/1989,27/11/1989
SI25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,GUY ANCHOR 250 MM SINGLE,SI25,27/11/1989,27/11/1989
SI3,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,STAY INSULATOR (GY3),SI3,6/09/1989,6/09/1989
SI30,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,GUY ANCHOR 300 MM SINGLE,SI30,27/11/1989,27/11/1989
SI4,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,STAY INSULATOR (GY4),SI4,6/09/1989,6/09/1989
SI70,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,3 PH OPEN WIRE SERVICE - OPEN WIRE MAIN,SI70,23/06/1999,23/11/2015
SIA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE INTERMEDIATE ANGLE,SIA,1/08/2012,19/11/2015
SIS,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE INTERMEDIATE SHACKLE WP,SIS,1/02/1996,19/11/2015
SIS45,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE INTERMEDIATE SHACKLE WP 45 M,SIS45,17/05/2001,19/11/2015
SISC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE INTERMEDIATE SHACKLE(CONC POLE),SISC,1/02/1996,19/11/2015
SISC45,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE INTERMEDIATE SHACKLE CON POLE,SISC45,24/10/2001,19/11/2015
SISL,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE INTERMEDIATE STRAIGHT LINE,SISL,1/08/2012,19/11/2015
SISLC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE INTERMEDIATE STRAIGHT LINE,SISLC,1/08/2012,19/11/2015
SIXC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE INTERMEDIATE CROSSCHECK,SIXC,7/10/1991,19/11/2015
SIXC45,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE INTERMEDIATE XCHECK 45 M WP,SIXC45,17/05/2001,19/11/2015
SIXCC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE INTERMEDIATE ANGLE (BOLT),SIXCC,7/10/1991,19/11/2015
SLA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE CUSTOMER'S MAINS TO ENERGEX POLE,SLA,27/09/2001,19/11/2015
SLE,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,COND EXTRAS LEMON SHACKLE SLACK 1PH,SLE,1/08/2012,1/08/2012
SLI,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,COND EXTRAS LIBRA SHACKLE SLACK 1PH,SLI,9/07/2012,10/07/2012
SMA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,COND EXTRAS MARS SHACKLE SLACK 1PH,SMA,9/07/2012,19/11/2015
SMO,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,COND EXTRAS MOON Shackle SLACK 1PH,SMO,9/07/2012,19/11/2015
SP8/12,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"STAY POLE, WOOD 8 MTR, 12KN C/W FITTINGS",SP8/12,8/06/1994,8/06/1994
SP8/20,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"STAY POLE,WOOD 8MTR 20KN C/W FITTINGS",SP8/20,5/10/1995,10/01/2024
SP9.5/12,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"STAY POLE, WOOD 9.5MTR 12KN C/W FITTINGS",SP9.5/12,8/06/1994,10/01/2024
SPL,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,COND EXTRAS PLUTO SHACKLE SLACK 1PH,SPL,9/07/2012,10/07/2012
SPL_VAC_HIRE,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,STANDPILE HIRE VAC EXCAV SPOIL / UNIT,SPL_VAC_HIRE,21/09/2021,10/06/2024
SRA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,COND EXTRAS RAISIN SHACKLE  1PH,SRA,9/07/2012,10/07/2012
SRBI,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE RAISER BRACKET ON LV INTERME ARM,SRBI,5/12/2006,19/11/2015
SRBS,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SERVICE RAISER BRACKET ON LV SHACKLE ARM,SRBS,5/12/2006,19/11/2015
SSA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,COND EXTRAS SATURN SHACKLE SLACK 1PH,SSA,1/08/2012,1/08/2012
SSE108/RA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOLT,19/2.75/ROCK ANCHOR",SSE108/RA,25/09/2015,30/09/2015
SSE108/SA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOLT,19/2.75/SCREW ANCHOR",SSE108/SA,25/09/2015,30/09/2015
SSE108/SAD10,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S,WALK STAY,E,BOLT,19/2.75,S/ANCHOR D10",SSE108/SAD10,25/09/2015,7/02/2017
SSE108/SAD25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOLT,19/2.75,S/ANCHOR D25",SSE108/SAD25,25/09/2015,7/02/2017
SSE108/SAS20,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOLT,19/2.75,S/ANCHOR S20",SSE108/SAS20,25/09/2015,7/02/2017
SSE108/SAS25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOLT,19/2.75,S/ANCHOR S25",SSE108/SAS25,25/09/2015,7/02/2017
SSE108/SAS30,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOLT,19/2.75,S/ANCHOR S30",SSE108/SAS30,25/09/2015,7/02/2017
SSE39/GLA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,E'BOLT,7/2.75/GRNDLOG ANCH.",SSE39/GLA,25/09/2015,2/02/2017
SSE39/MCA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,E'BOLT,7/2.75/CONC. ANCHOR",SSE39/MCA,25/09/2015,30/09/2015
SSE39/RA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,E'BOLT,7/2.75/ROCK ANCHOR",SSE39/RA,25/09/2015,30/09/2015
SSE39/SA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,E'BOLT,7/2.75/SCREW ANCHOR",SSE39/SA,25/09/2015,30/09/2015
SSE39/SAD10,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,E'BOLT,7/2.75 S/ANCHOR D10",SSE39/SAD10,25/09/2015,7/02/2017
SSE39/SAD25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,E'BOLT,7/2.75 S/ANCHOR D25",SSE39/SAD25,25/09/2015,7/02/2017
SSE39/SAS20,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,E'BOLT,7/2.75 S/ANCHOR S20",SSE39/SAS20,25/09/2015,7/02/2017
SSE39/SAS25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,E'BOLT,7/2.75 S/ANCHOR S25",SSE39/SAS25,25/09/2015,7/02/2017
SSE39/SAS30,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,E'BOLT,7/2.75 S/ANCHOR S30",SSE39/SAS30,25/09/2015,7/02/2017
SSE55/MCA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOLT,19/2.00/CONC. ANCHOR",SSE55/MCA,25/09/2015,30/09/2015
SSE55/SA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOLT,19/2.00/SCREW ANCHOR",SSE55/SA,25/09/2015,30/09/2015
SSE55/SAD10,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOL,19/2.0,SCREW ANCHOR D10",SSE55/SAD10,25/09/2015,7/02/2017
SSE55/SAD25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOL,19/2.0,SCREW ANCHOR D25",SSE55/SAD25,25/09/2015,7/02/2017
SSE55/SAS20,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOL,19/2.0,SCREW ANCHOR S20",SSE55/SAS20,25/09/2015,7/02/2017
SSE55/SAS25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOL,19/2.0,SCREW ANCHOR S25",SSE55/SAS25,25/09/2015,7/02/2017
SSE55/SAS30,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,EBOL,19/2.0,SCREW ANCHOR S30",SSE55/SAS30,25/09/2015,7/02/2017
SSF108/MCA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.75/CONC. ANCHOR",SSF108/MCA,12/01/2022,12/01/2022
SSF108/SA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.75/SCREW ANCHOR",SSF108/SA,12/01/2022,12/01/2022
SSF108/SAD10,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.75,S/ANCHOR D10",SSF108/SAD10,12/01/2022,12/01/2022
SSF108/SAD25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.75,S/ANCHOR D25",SSF108/SAD25,12/01/2022,12/01/2022
SSF108/SAS20,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.75,S/ANCHOR S20",SSF108/SAS20,12/01/2022,12/01/2022
SSF108/SAS25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.75,S/ANCHOR S25",SSF108/SAS25,12/01/2022,12/01/2022
SSF108/SAS30,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.75,S/ANCHOR S30",SSF108/SAS30,12/01/2022,12/01/2022
SSF39/MCA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,7/2.75/CONC. ANCHOR",SSF39/MCA,12/01/2022,12/01/2022
SSF39/RA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,7/2.75/ROCK ANCHOR",SSF39/RA,12/01/2022,12/01/2022
SSF39/SA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,7/2.75/SCREW ANCHOR",SSF39/SA,12/01/2022,12/01/2022
SSF39/SAD10,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,7/2.75,SCREW ANCHOR D10",SSF39/SAD10,12/01/2022,12/01/2022
SSF39/SAD25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,7/2.75,SCREW ANCHOR D25",SSF39/SAD25,12/01/2022,12/01/2022
SSF39/SAS20,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,7/2.75,SCREW ANCHOR S20",SSF39/SAS20,12/01/2022,12/01/2022
SSF39/SAS25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,7/2.75,SCREW ANCHOR S25",SSF39/SAS25,12/01/2022,12/01/2022
SSF39/SAS30,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,7/2.75,SCREW ANCHOR S30",SSF39/SAS30,12/01/2022,12/01/2022
SSF55/MCA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.00/CONC. ANCHOR",SSF55/MCA,12/01/2022,12/01/2022
SSF55/RA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.00/ROCK ANCHOR",SSF55/RA,12/01/2022,12/01/2022
SSF55/SA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.00/SCREW ANCHOR",SSF55/SA,12/01/2022,12/01/2022
SSF55/SAD10,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.0,SCREW ANCHOR D10",SSF55/SAD10,12/01/2022,12/01/2022
SSF55/SAD25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.0,SCREW ANCHOR D25",SSF55/SAD25,12/01/2022,12/01/2022
SSF55/SAS20,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.0,SCREW ANCHOR S20",SSF55/SAS20,12/01/2022,12/01/2022
SSF55/SAS25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.0,SCREW ANCHOR S25",SSF55/SAS25,12/01/2022,12/01/2022
SSF55/SAS30,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,FIN,19/2.0,SCREW ANCHOR S30",SSF55/SAS30,12/01/2022,12/01/2022
SSS3M,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUSPENSION STRAIGHT (SLACK) 3M CLAMP,SSS3M,8/09/1989,8/09/1989
SST2M,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUSPENSION STRAIGHT (TIGHT) 2M CLAMP,SST2M,8/09/1989,8/09/1989
SST3M,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SUSPENSION STRAIGHT (TIGHT) 3M CLAMP,SST3M,8/09/1989,8/09/1989
SSW108/GLA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.75/GRNDLOG ANCHOR",SSW108/GLA,25/09/2015,30/09/2015
SSW108/MCA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.75/CONC. ANCHOR",SSW108/MCA,25/09/2015,30/09/2015
SSW108/RA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.75/ROCK ANCHOR",SSW108/RA,25/09/2015,30/09/2015
SSW108/SA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.75/SCREW ANCHOR",SSW108/SA,25/09/2015,30/09/2015
SSW108/SAD10,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.75,S/ANCHOR D10",SSW108/SAD10,25/09/2015,7/02/2017
SSW108/SAD25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.75,S/ANCHOR D25",SSW108/SAD25,25/09/2015,7/02/2017
SSW108/SAS20,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.75,S/ANCHOR S20",SSW108/SAS20,25/09/2015,7/02/2017
SSW108/SAS25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.75,S/ANCHOR S25",SSW108/SAS25,25/09/2015,7/02/2017
SSW108/SAS30,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.75,S/ANCHOR S30",SSW108/SAS30,25/09/2015,7/02/2017
SSW39/GLA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,7/2.75/GRNDLOG ANCHOR",SSW39/GLA,25/09/2015,30/09/2015
SSW39/MCA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,7/2.75/CONC. ANCHOR",SSW39/MCA,25/09/2015,30/09/2015
SSW39/RA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,7/2.75/ROCK ANCHOR",SSW39/RA,25/09/2015,30/09/2015
SSW39/SA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,7/2.75/SCREW ANCHOR",SSW39/SA,25/09/2015,30/09/2015
SSW39/SAD10,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,7/2.75,SCREW ANCHOR D10",SSW39/SAD10,25/09/2015,7/02/2017
SSW39/SAD25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,7/2.75,SCREW ANCHOR D25",SSW39/SAD25,25/09/2015,7/02/2017
SSW39/SAS20,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,7/2.75,SCREW ANCHOR S20",SSW39/SAS20,25/09/2015,7/02/2017
SSW39/SAS25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,7/2.75,SCREW ANCHOR S25",SSW39/SAS25,25/09/2015,7/02/2017
SSW39/SAS30,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,7/2.75,SCREW ANCHOR S30",SSW39/SAS30,25/09/2015,7/02/2017
SSW55/GLA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.00/GRNDLOG ANCHOR",SSW55/GLA,25/09/2015,30/09/2015
SSW55/MCA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.00/CONC. ANCHOR",SSW55/MCA,25/09/2015,30/09/2015
SSW55/RA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.00/ROCK ANCHOR",SSW55/RA,25/09/2015,30/09/2015
SSW55/SA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.00/SCREW ANCHOR",SSW55/SA,25/09/2015,30/09/2015
SSW55/SAD10,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.0,SCREW ANCHOR D10",SSW55/SAD10,25/09/2015,7/02/2017
SSW55/SAD25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.0,SCREW ANCHOR D25",SSW55/SAD25,25/09/2015,7/02/2017
SSW55/SAS20,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.0,SCREW ANCHOR S20",SSW55/SAS20,25/09/2015,7/02/2017
SSW55/SAS25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.0,SCREW ANCHOR S25",SSW55/SAS25,25/09/2015,7/02/2017
SSW55/SAS30,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"S'WALK STAY,WRAP,19/2.0,SCREW ANCHOR S30",SSW55/SAS30,25/09/2015,7/02/2017
STAYWIRE108,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,STEEL STAYWIRE 108KN LST (PER METRE),STAYWIRE108,30/09/2015,30/09/2015
STAYWIRE25,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,STEEL STAYWIRE 25KN (PER METRE),STAYWIRE25,9/12/1999,30/04/2003
STAYWIRE39,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,STEEL STAYWIRE 39KN LST (PER METRE),STAYWIRE39,30/09/2015,30/09/2015
STAYWIRE55,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,STEEL STAYWIRE 55KN LST (PER METRE),STAYWIRE55,30/09/2015,30/09/2015
STAYWIRE56,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,STEEL STAYWIRE 56KN (PER METRE),STAYWIRE56,9/12/1999,9/12/1999
SVD,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,SPIRAL VIBRATION DAMPER,SVD,8/09/1989,10/06/2024
SW/223ISCWC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11/22kV Switch 3xS/Link to X-Arm 100,SWCHDL/223ISCWC,9/11/2021,9/11/2021
SW/333ISCWC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,33kV Switch 3xS/Link to X-Arm 100,SWCHDL/333ISCWC,9/11/2021,9/11/2021
SW/LV3I6CCF,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV Switch 3 x Isolator 630A CF X-Arm 100,SWCHDL/LV3I6CCF,25/08/2022,29/08/2022
SW/LV3I8CCF,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV Switch 3 x Isolator 800A CF X-Arm 100,SWCHDL/LV3I8CCF,25/08/2022,29/08/2022
SW/LV3L1FB,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV Switch 3 x Fuse Sw 100A Fuse Bracket,SWCHFL/LV3L1FB,23/01/2023,23/01/2023
SW/LV3L6CCF,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV Switch 3 x Fuse Sw 630A CF X-Arm 100,SWCHFL/LV3L6CCF,25/08/2022,29/08/2022
SW/LV3L8CCF,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV Switch 3 x Fuse Sw 800A CF X-Arm 100,SWCHDL/LV3L8CCF,25/08/2022,29/08/2022
SW/PT23ISCF1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11/22kV P/Top 3xS/Link C/F XArm 2574x100,SWCHDL/PT223ISCCF1,9/11/2021,7/12/2022
SW/PT23ISCW3,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11/22kV P/Top 3xS/Link Wood Arm 2700x100,SWCHDL/PT223ISCWU3,9/11/2021,7/12/2022
SW/PT23ISCW5,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11/22kV P/Top 3xS/Link Wood Arm 3000x100,SWCHDL/PT223ISCWU5,9/11/2021,7/12/2022
SW/PT33ISCW5,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,33kV P/Top 3xS/Link Wood Arm 3000x100,SWCHDL/PT333ISCWU5,9/11/2021,7/12/2022
SW/PTL3I6CF9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV P/Top 3 x Iso Sw 630A Wd Arm 1700x100,SWCHDL/PTLV3I6CCF9,25/08/2022,29/08/2022
SW/PTL3I8CF9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV P/Top 3 x Iso Sw 800A Wd Arm 1700x100,SWCHDL/PTLV3I8CCF9,25/08/2022,29/08/2022
SW/PTL3L6CF9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV P/T 3 x Fuse Lk 630A Wd Arm 1700x100,SWCHFL/PTLV3L6CCF9,25/08/2022,29/08/2022
SW/PTL3L8CF9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LV P/T 3 x Fuse Lk 800A Wd Arm 1700x100,SWCHFL/PTLV3L8CCF9,25/08/2022,29/08/2022
